object_category,object_type,price_display,price_display_type,price_unit,number_of_rooms,floor,is_furnished,is_temporary,is_selling_furniture,zipcode,city,latitude,longitude,year_built,year_renovated,moving_date_type,reserved,livingspace
5,27,140.0,1,1,0.0,-3.0,0.0,0.0,0.0,1220,1861,46.220141603859,6.109171234591,20.0,20.0,0,0.0,0.0
0,25,2090.0,1,1,1.5,0.0,1.0,0.0,0.0,8400,1992,47.497061603859,8.739811234593,38.94638748274269,38.94638748274269,0,0.0,35.0
0,25,1600.0,1,1,1.5,0.0,1.0,0.0,0.0,8352,537,47.498221607855,8.796221234591,7.0,7.0,2,0.0,22.0
0,25,1700.0,1,1,1.0,0.0,1.0,0.0,0.0,6005,1055,47.031961604852,8.305721239597,12.0,12.0,0,0.0,25.0
0,25,1800.0,1,1,1.5,0.0,1.0,0.0,0.0,6005,1055,47.031961604852,8.305721239597,12.0,12.0,0,0.0,31.0
0,25,2100.0,1,1,2.5,0.0,1.0,0.0,0.0,6005,1055,47.031961604852,8.305721239597,12.0,12.0,0,0.0,43.0
0,25,2400.0,1,1,2.5,5.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,63.0
0,2,2300.0,1,1,1.0,0.0,1.0,0.0,0.0,8048,2065,47.385681603851,8.492741235591,38.94638748274269,38.94638748274269,0,0.0,27.0
0,25,3750.0,1,1,2.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,61.0
0,25,4050.0,1,1,3.5,3.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,75.0
0,25,3150.0,1,1,1.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,50.0
0,25,4450.0,1,1,3.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,6.0,6.0,0,0.0,80.0
0,25,2400.0,1,1,2.0,0.0,1.0,0.0,0.0,8048,2065,47.385681603851,8.492741235591,38.94638748274269,38.94638748274269,0,0.0,26.0
0,25,2950.0,1,1,1.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,45.0
0,25,2550.0,1,1,1.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,35.0
0,25,2750.0,1,1,1.5,0.0,1.0,0.0,0.0,4001,146,47.556491604852,7.587551233595,38.94638748274269,38.94638748274269,0,0.0,45.0
0,25,2100.0,1,1,1.5,0.0,1.0,0.0,0.0,4001,146,47.556401604851,7.588401239591,38.94638748274269,38.94638748274269,0,0.0,37.0
0,25,2250.0,1,1,2.5,0.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,46.0
0,25,2300.0,1,1,2.5,0.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,56.0
0,25,2400.0,1,1,2.5,0.0,1.0,0.0,0.0,8050,2065,47.408011600858,8.547621236593,38.94638748274269,38.94638748274269,0,0.0,38.0
0,25,2800.0,1,1,2.0,0.0,1.0,0.0,0.0,6330,356,47.178981609857,8.457281239592,38.94638748274269,38.94638748274269,0,0.0,38.0
0,25,2550.0,1,1,1.5,0.0,1.0,0.0,0.0,6330,356,47.178981609857,8.457281239592,38.94638748274269,38.94638748274269,0,0.0,33.0
0,25,2400.0,1,1,2.5,5.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,59.0
0,25,2300.0,1,1,2.5,0.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,52.0
0,25,2200.0,1,1,2.5,2.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,52.0
0,25,2100.0,1,1,1.5,2.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,42.0
0,25,2300.0,1,1,2.5,0.0,1.0,0.0,0.0,4058,146,47.570201606854,7.603161234596,6.0,6.0,0,0.0,52.0
0,25,1300.0,1,1,1.0,0.0,1.0,0.0,0.0,6003,1055,47.043371606854,8.313061234595,38.94638748274269,38.94638748274269,0,0.0,15.0
0,25,4950.0,1,1,4.5,3.0,1.0,0.0,0.0,6330,356,47.178981609857,8.457281239592,20.0,20.0,0,0.0,130.0
0,25,2900.0,1,1,1.5,0.0,1.0,0.0,0.0,6330,356,47.178981609857,8.457281239592,20.0,20.0,0,0.0,46.0
